"y","x0","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20"
"b",1,-0.582516053096084,-0.00715518693749271,0.816024081789495,-1.69359131360988,-0.276662916927974,0.637305170505966,-1.27169479230031,-0.317757624751014,-0.0573367349319212,-1.41255055951928,-0.896303550342136,-1.72252597832017,-0.535239363594335,-1.37869143787253,0.476351816253868,-1.39291001454828,-0.735330651092385,-0.138535974830314,-1.22186566586802,-0.510583453026679
"a",1,1.105124456054,1.3270294975827,0.277428840851161,-0.493281387718205,1.27474328249237,-0.452407260707923,0.443016263284776,-1.61116379490768,1.08759151842771,0.1319865559652,-0.329616923893848,-1.18816524964302,-0.185559609573549,0.429447090090726,-0.120125420011683,0.120545569981978,0.358636242349857,-1.04600160449833,-0.135319320783472,0.957105915020669
"b",1,0.241847358311322,-1.31987584958096,-0.760743547083187,-0.719721984744379,-0.63978487768933,0.473675738913813,-0.355678956773301,-0.170139377064302,-0.104611680699295,0.286555120122672,-1.6997506386647,-0.767451802272345,-1.33826460664853,0.224949615902218,-0.58334526983469,-0.993667752424432,0.930773751033698,-2.25720918696861,-1.02272123179658,-0.705839598564922
"a",1,0.338736378445086,0.0950511633835306,-1.1855328090243,-0.080754745933848,0.0780520624667977,0.592823302205676,-0.387899344986775,-0.0551634885053096,-1.17210555041936,-0.887136962545203,-0.331344760773186,-0.155834429460351,-0.144912760968425,0.0399545367457787,-0.17665552185297,0.277772811382734,-0.461444784916402,0.754794855916308,0.806599427308991,1.05577231285962
"a",1,0.192974301258158,-0.370982283926164,-0.124527870751394,-0.50908151328227,-0.838340854093211,0.741957750878382,-0.74461051784823,-0.931917799977222,2.10227911492848,1.22635800758696,-0.2056881202571,-2.27165813517234,0.622713373654939,-0.0303269223945235,-1.44113655361913,0.53522468325917,2.09400029024877,-0.995889531586214,-0.916725241885012,-0.141308557091769
"b",1,0.72876612627578,2.24965920692684,0.308057311739597,-0.640225344235967,-1.65328109416268,-1.81615984346582,0.119233301507335,0.253514833221292,1.03452889431547,0.940589955240584,1.83158346327612,0.0520235571352302,0.516123809361858,-1.35173785329022,0.186382652521238,-0.380014924685553,-0.574045089201723,-0.898808034019794,-0.164252216656965,-0.474639125182462
"b",1,-0.777438593429755,1.58510316714735,0.186435358509427,-0.693543311902177,-0.65491154914259,-0.403677111901836,-1.28938804308284,-0.868603517365956,1.90062993369507,0.0358862176768031,-0.377968918098257,0.540019468180575,-0.211243277695412,-0.898386888664436,-1.23562337927811,0.229761500332128,0.10460997904207,0.276529105055149,0.36156212350517,0.402377390362374
"b",1,1.21329862654407,-0.520448705007146,-1.31724353889104,-1.49984295641283,-1.41653715575842,-0.433105965349048,-1.49625932987758,-0.896670825900283,1.1504282486461,-0.43826378983145,1.4534269631131,0.42356122104843,2.51964059178347,0.203042659392394,-0.585976237212381,-0.0435096301068868,0.358913441607602,2.64887990641594,0.111814774169414,-0.771753019157326
"b",1,-0.0773403255289485,0.766750063881759,-0.34104242036015,-0.752661304014659,-1.57861790490688,0.413484445725271,-0.153672566495554,0.289498503961616,-0.393279012019753,-0.139870520804886,-0.661303496949075,-0.845853631748354,2.55493912281858,0.0243330067137969,-0.126426776948802,0.0365897993803907,0.0407023345264777,-0.312655112863017,-0.318026111519383,2.11616832670938
"a",1,-0.896628297253237,2.43755760592916,-0.672445256519335,1.27057676449386,0.562223178562946,-1.00753088922929,0.844180040792118,0.355074065691361,-0.747338461090349,-1.48189966286241,-1.18391249412286,0.93777629817373,0.0459622213267455,0.484739112540292,1.19130278573961,0.765365181601357,1.87355723320035,-0.149125550153509,-0.472977233723565,-1.48617072949302
"b",1,1.219867950018,-1.87719387001198,0.099726783847642,-2.1349668762738,0.0345574801407717,0.471856114962775,-0.70947689532388,1.29120240246728,-1.52714642461682,-0.08503651742873,-1.52143874109725,0.513115047976462,0.882012478337464,0.0215545976058059,-0.492978751918217,-1.03764935908155,-1.39908605827098,-0.413673063474344,1.58223629004385,-0.433380753353401
"a",1,1.42863009978553,-0.354131811291406,-0.414127398236792,-0.22658768414329,-0.0562196050428227,0.0995189316523892,-0.433761000680574,-0.182488799646071,0.150243031340969,-0.398311684389786,1.06886838424105,-0.641291619235042,-0.0638032700091351,-0.89546785218293,1.12309486780842,0.885507271913091,0.384480394999117,0.245819301829218,1.17685817979451,-0.612836125494837
"b",1,-0.24517666416558,0.0651036579911098,-0.7503960360226,-0.861176067475251,-0.611776113607064,-1.12660909701671,2.05521622239629,-0.799122348227642,-0.698326366465311,-0.00245804723127244,-0.810184869639995,-0.133595764791917,-0.584144377768599,-0.730479681532501,-1.46197894345524,0.458243366863848,2.22314593018064,0.388221837264902,-1.80670931132774,3.00539339633623
"b",1,-0.00812781921572365,-1.39659692466499,-1.69738093359209,0.673772181496489,1.25106401250027,-0.222020908327297,-0.13021712058375,-1.14231461118405,1.47340211828781,-1.1431428832043,-2.04728241494174,0.707769237431339,-0.224943667570104,-0.0178751367125898,-0.546979029012817,-0.733922052297586,0.867515020436186,-0.628524027235292,0.840623512125362,-1.10803451652511
"b",1,-0.303245264864242,0.151016997840477,0.385573236886054,0.191516026074004,0.184939877131568,0.459465291624679,-0.951793388678356,0.396491932121759,0.676257037132564,-0.726494990104871,0.522071763138659,0.148120797156403,-1.75197007801247,1.17189695330809,-0.265396442555317,-0.47888270440897,0.0963033860710059,0.873175139852035,-1.26925571836946,-0.86665543186888
"a",1,-1.55032507550985,-2.77178645803468,-2.19480076972321,-0.10287532771487,0.41329809626463,0.79425149348979,1.88013211612336,0.107677400229818,0.580852277196048,0.632022047239963,-0.470916255600519,1.46126602631075,0.33304415648487,0.854290060117297,0.131276129252161,1.83594955073379,-0.0635215311055628,-0.838070725274161,0.855947823659265,-0.56669373161146
"a",1,0.15673020232431,-2.18239849043255,-0.0688149200753466,-1.45617116155893,-0.35941534337049,0.35503623152548,0.316755670043447,0.563370286972028,-0.576494568363634,0.190900159970553,-1.94935301143159,0.0765024979841778,1.40199671777226,-0.49636138280643,0.0580518720431384,-1.20350213113928,0.818978116918571,-0.0385808790022347,-0.443979105897593,-1.72122558099333
"b",1,-0.889628214339857,1.15866276754398,2.64771793462563,-0.254283351405641,1.82646720605119,0.632384711980754,-0.0364908112184107,0.988658634010541,0.394721550077964,2.16493792639563,-1.3505004177509,-0.176750272876323,0.587095704287506,-2.16321970340708,2.32496902995667,0.740794513722399,-0.244368505891894,-0.0539763202709384,-0.674600611245018,-1.19068025035619
"b",1,0.883668616686002,-0.289360223792217,0.263896138256262,0.0640077945167257,-1.85741416958691,1.78331101190808,0.531249421568626,-0.148038464284295,1.05731519270956,-1.88286079764266,1.31243570162598,0.32072431558597,1.47855965387563,-0.267470665940371,-1.1272854676707,-1.34389174968447,-0.71089554280638,0.698087830385815,-0.442374463086807,-0.0669462868602262
"a",1,-0.334995315543621,0.175344452661267,-0.219497641598384,-0.1535186384187,-0.772248647394207,-0.480574011791069,0.679239140089439,-0.0676868647910357,-0.203823535149002,2.03669482443051,-0.903936225912633,1.73122185089655,0.432324690025555,0.93484293449192,0.572031213500767,-1.44393312061108,0.154808444689397,0.771097982065837,-0.540022628638599,-0.678434118133446
"a",1,0.711105955905894,2.5594433676518,-0.168227186538788,0.524731105806192,0.776131357593455,0.112834032986502,0.150443353841904,1.45304790198695,-0.575112528063086,-0.575847697461301,1.64079457974209,-0.362117553385805,0.872389681942413,-0.0199525207850766,-1.2905342907497,-0.478119529105807,-2.32635798098971,0.155864684302838,-0.0787631945641014,2.54135053350582
"b",1,0.30282622424457,-0.641154070571546,0.790343815775127,1.94560250388723,-0.20527888953144,-2.24676388950685,1.44390937591495,1.6695170257969,0.162396888634659,-1.17528315758051,-0.611306624982738,-0.535405211171761,1.05240998114665,0.944563062314184,0.438945586555154,-0.340854827352333,0.967714790030417,0.291971859642688,-0.728460310745718,-0.476409183918285
"b",1,-2.6670037523754,1.53773914509834,0.625337268578673,0.208444532686949,0.0761921335930861,-1.17194289701663,-1.93756865374079,0.635028031150318,-0.899233071893939,1.60916756744608,-0.532338405817117,-0.554567626671058,-0.804685401191154,-0.999901601833782,-2.62083946779047,-0.313233669414077,-1.34702770934208,0.976959840033873,1.3260575716701,-0.386430744723729
"a",1,-0.0169604904029554,-0.846386343708182,-1.26443165162295,0.912120704159393,0.269195975882082,0.478592716434363,0.717280166046267,-0.0610073723705967,0.464243640431208,0.459361653104856,1.91513183458268,-1.80050819197049,0.215143037038606,1.90519860598792,-0.837195163430681,0.572900039760279,0.312840972715869,-0.379338653868079,2.00742671050511,1.19489538058387
"a",1,0.434504773537509,1.47246619744188,-0.16855922294104,-1.30542351681858,-0.507206829339156,0.171873833965781,0.34110238573078,-1.2487249322283,0.0736555669711581,-0.642893235551219,0.973986455344778,-1.26956108823293,0.325428278115741,0.286803872951988,-0.86806044799434,0.644392485662197,0.234833009570666,-0.486608891299252,-0.114166825544322,1.06599824192755
"a",1,-0.473375125843551,1.39539712592034,0.543992377832764,-0.225579113742516,-0.481453919552908,0.601302251634671,-0.709982060170664,-1.46501400549862,0.790795201425859,-0.575304714108865,0.829807439617538,0.0346149543805446,0.202360634896178,-1.05493728272032,0.0769861962682341,-0.302430511104404,2.68344740850687,-0.42047024801696,-0.810876247021924,-0.00115742739049719
"b",1,0.939387685146708,-2.41730429250458,-0.770662239867238,0.724062549263799,-0.534979122432489,-0.533282559470489,-0.315835164423265,0.815758858020149,0.0284062628897301,-0.0677751334804722,1.56105706485199,-0.856664393314765,1.25672398031097,-1.19991001548381,0.283940325039274,-0.735651063545008,-1.03670458461516,0.465790598505492,0.462312311766642,-0.467837620164885
"a",1,-0.861006421217634,-0.342460995358585,-0.0706269761671041,-0.375677603396945,0.298874334217812,0.974850581116116,-0.00976901136895137,0.864925821502642,0.107115716012199,-0.537538944204916,0.107653793642034,0.0398016187502519,-0.441982464947047,0.902337917277418,0.492634885386465,-0.0786338590398703,-1.54949724169748,0.810581664358679,-0.955792659992304,0.0434393087945248
"a",1,-1.42580121182121,1.14831058717011,-0.664160006550394,-0.569768549826656,0.163343066179263,0.230542818978936,0.573366579796639,-1.88727875991529,-1.54347469839742,-0.270782667094845,1.55407662795718,-0.919890727388366,0.207351155671792,1.11836119132115,0.147754353415726,0.0188599844232165,1.39366771711579,-1.27778933447348,-0.469484493397837,2.44777725612919
"b",1,2.00389255041148,1.0981626589433,3.01842828735847,1.56690564654583,-1.91900088662329,-0.522731513067287,-0.893312250665679,-0.206302582209997,1.04516463182571,-0.795378699552682,1.12468833705414,-0.284720274174987,0.200257595063146,0.397495881386179,-0.875434893695632,0.61796960884458,-0.796716379560159,0.509760160642558,1.69762678066943,0.369222597565082
"b",1,-1.93179840945479,-0.694655136708403,-0.0547491861131318,1.695289216164,-0.387533832678649,-0.180814461231026,-0.537660271870434,0.324616901521271,0.544609800308512,1.95937340388431,1.8733461629407,1.23407221717096,-0.85380876816152,0.236378345055135,-0.388442837959443,0.617303449033333,0.374672482578543,1.30472025708049,-0.625203066456199,2.15908852743976
"b",1,-0.122085185361654,0.846974088437018,-0.505848403529038,1.76263538899016,-1.7384538032275,-0.996407803364473,1.87164868491916,-1.59362628808721,-0.321800214540932,-0.0383043174330081,0.785278394069928,-0.19339851173358,-1.28756996878597,0.0430372269258669,-1.50145599515467,0.914905773881331,-1.89172142513599,-1.51532937868495,-1.90617248276518,-0.285769191049714
"a",1,0.825854199558806,-0.389988815580888,-0.500100843184942,0.745411341183848,-1.99741698274525,-1.96376263991618,-0.262807310622557,-1.30757534111851,-0.102774094058368,-0.109430552129135,-0.525025028215476,-0.0255208034205769,1.66714251448229,-0.399032210478205,-0.372490125227103,1.45766048860924,0.0336413715746829,-0.642382627255483,0.613897279410653,0.580361216374848
"b",1,0.248149215424785,-0.614467120165549,-0.171157888360305,-1.65327761497123,0.665898973512124,0.502609916195434,0.135194408105144,0.653350975169021,0.251867933848799,0.571362171036982,-2.29019908265041,-0.442377428211602,-0.959587457307813,-1.0774043327483,-0.0103560536149333,0.11675609110635,-1.65269246577579,-0.572754446363487,-0.732278317174024,-1.03824812078904
"b",1,-0.263430611975585,-0.618479198858762,0.0633174443565021,-1.26619269870633,-0.927360919701018,0.994663440938674,0.474968873231282,1.24451674833214,-1.1889612246879,-0.704459675895648,-0.290218399309391,2.0938905241225,1.67605329017518,-0.204780708734344,-1.11591458301368,1.11530976217692,0.15171211041693,0.462872568755869,0.196370707386831,-1.20079630864818
"a",1,1.77996454864427,-1.43038071118375,-0.412195454622487,-0.0154747111170511,-0.994183438796751,-0.0811946654355371,2.10700700512942,-1.89017383468606,-0.131702726155768,0.819992242344171,0.672742114007777,-0.527923434302554,-2.34473475464128,0.673254437612311,0.528257896895258,0.731375328127917,-1.02363261008245,-0.84866073902582,-1.00921299979092,-0.457649705227018
"b",1,1.78048252994379,2.97213217003895,1.84578224708384,-1.31364833346382,-0.711008639048815,-0.634973194043576,-0.328822437964786,0.735302504931628,0.307570532590067,-0.139184316761863,-1.07900561270405,-1.6626279835306,-0.0922347388786063,0.0995730202752462,-0.649998183554825,-1.57976462640119,-0.511787325608917,-0.475220277120917,0.543996189592992,0.819757498820614
"a",1,0.384998770544683,-0.588108065132707,0.983294393244703,0.241074430614187,-0.466600413380832,0.43441001292651,0.639912393135745,0.965256083149217,-2.50442410285107,-0.825268036073805,1.60166448944241,0.619899912708276,1.25680242599931,0.445627643171127,-1.07605521142041,-1.01118734648456,0.913551765248547,-1.21338777885711,0.366504473062195,1.14369854782388
"b",1,1.74039334738102,-0.506027912684552,0.101436131397373,0.161092112613888,-0.144750428553137,0.264916522488399,-0.394039140748214,-0.67437593850071,-0.159705037200202,0.066544984832944,-1.56584410414728,0.652781432868697,0.810500340371818,0.518670593456301,-0.205978762950371,-0.634190290420698,-0.148353206294951,0.985098312882363,-0.490899576921073,-0.983439374145544
"b",1,-0.442413416066422,-0.155378370261087,0.72868785008754,-1.29990444013997,-0.390132599554297,-0.0369394332595666,-0.579723284684219,-0.791499442209176,-1.70735413181161,-1.49678046401833,-0.185708142525839,0.27629106336287,-0.464220740000639,0.230126328290892,-0.461424620445818,-0.280542616213385,0.865741571019872,0.263794498643293,0.63873884159031,-1.08718477667895
"b",1,0.495969667693706,-0.97679850100882,-1.56696974454549,-0.374723116952316,0.456795109105186,0.0632313954203155,0.197653236889389,1.32236770937214,-0.52733142539246,0.543297940135622,0.890815411297051,-0.705676559608272,-0.468958649731606,-0.441038795405184,-0.126375323447878,-1.15166693524717,0.222997056392867,0.563601159581262,0.430143680900142,-0.334913653268856
"b",1,0.240744732839018,-0.593391613232124,-0.610163245947007,0.822928584907548,-1.11330509916262,-1.48377153682709,0.0136205015727683,1.22066830117196,1.67436335021223,1.37898557344255,0.172897047140224,1.26885263398743,-0.295298586521937,0.986256156520569,-1.16785541085763,-0.819593359394277,0.0717660212616527,-1.54887391700217,1.86038072648183,0.455419234230907
"b",1,0.143678099646838,-0.928299121168394,-0.643229359758109,0.456567983285994,-1.43298964539071,0.338287281432516,-0.939328136502744,0.390388223133181,-0.496795202199479,-0.167173726263501,-1.34539523638237,-0.270334625397,0.69551612864514,0.713350433377724,1.29669759010354,-1.2496676417344,1.33681281572882,-1.24456763588058,-0.896432711526892,0.847020716781268
"b",1,-1.11249254422549,-1.1779549296925,1.4581313142007,-1.61419945859569,0.927803999905932,0.160239096239619,-1.15440233591941,-1.72596393180994,-0.583315013296971,0.743355205163487,-0.653764019756033,-0.564669553451034,-0.168474720959865,0.374994018127352,-0.314510345434503,-0.293980091384799,-2.19193011803033,0.532506901103156,-1.10320198318406,-0.337880828823114
"a",1,1.21569688825237,-0.967550505782172,-0.268740934717882,-1.04598516479252,-0.73939465932308,0.0829274739874255,-0.0679472841729871,0.671906021130306,0.330594239684305,0.200471952133171,-1.45852782566837,-1.50534572585498,0.0412083859045756,0.0391158794443262,0.38398833352279,0.280510378320808,-0.366609172146641,0.477372249521156,0.519226080055705,-0.496927166111321
"b",1,1.10680530730543,0.40173180970577,0.781601142037746,0.132694485970429,-0.324525130988599,0.672886517766709,-0.0598738311793472,0.293751961570508,1.20799211328689,0.753488139056179,-0.648302027118944,0.193062843333264,0.0838228873181296,0.739591109107477,-0.394193875793516,1.00285933639206,0.149638469636214,-0.143233625807894,-0.386933612850871,1.62746759222124
"b",1,0.432923671330716,1.04808202047223,-0.333924211698733,0.0159301700203482,0.411669817354755,-0.743603043668404,-0.268978917816177,1.28915473817609,-0.717059165494787,2.01062573528268,-0.285949448402604,-0.161809316897276,1.29058298158514,-0.174914936822112,0.427847037546048,-0.0429923831774412,0.324628937600738,-0.562292527171906,-0.0790449526696851,0.659579018056304
"b",1,-0.344919755870205,0.223641194973858,-0.62910870676834,1.23636227224636,-0.71530154055215,-0.299418155122023,-1.22764240996555,-1.34152109117914,-0.404835969081441,-1.08504712673265,-0.62615132036526,-0.704023128175811,1.19613706318504,1.66214316963876,1.45026595924067,0.140773740702791,1.05976370303918,-0.428448574177551,-2.03366089495891,0.643363024993088
"b",1,-0.583515598372178,0.395167226643848,0.237562202615269,1.66769722222033,-1.45663320264293,-0.21796305113842,0.0229565130439557,-0.541344015287958,1.21800205450706,-0.338502479480203,0.671766808965545,1.81781747313347,0.442836632116024,-0.783448384838936,-0.0600649108101526,-0.296576086834212,0.6309046968544,-0.898046948490478,0.360033051870838,0.818508547619051
"b",1,-0.703902263880024,-0.396447514368857,-0.484530869101499,-0.873845167806575,-0.55512438539928,-0.234676311833376,0.703016561510308,-0.139280763460938,-0.226135545812514,-0.319765683655803,-0.801494462969165,-1.92101648748222,-1.6744394419472,0.439648345903965,-0.282563088555612,-0.983851076488924,0.71383893355234,2.40692498889932,-0.183255327783944,1.20383207389246
"a",1,-0.361647221881644,0.281016903847577,0.449290167278737,0.53492352744271,-1.15146449830892,0.0438300261577647,0.267406041529102,-1.60885632137101,0.222697078531667,0.937632349770568,1.3958811566595,0.899562648026241,0.632614325519031,-0.778359522016085,0.712189536011612,1.15074814062905,-0.361613219443015,-0.588979252605549,-2.53481653470611,-0.278280613337167
"a",1,2.24196388352965,-0.962681221007501,-0.069702050705858,-1.8665852802218,1.37194811034236,0.676665156106751,-1.25206289054916,1.05231334981807,0.728937748709708,-1.13578398458255,-1.25235598705699,0.83632368159831,0.471017042468422,0.110961640889854,-0.903150557882709,-0.196295726875106,-0.507112176270403,0.00320593585208504,0.348574449096461,1.10775321240513
"b",1,-0.249298064113664,-1.20514920250909,1.20022023620264,-0.00184945233065633,-0.465198641198868,1.20416650318919,0.400417641172807,1.48014625751083,0.0441287070042912,-0.189253813138222,-1.99546553107545,-0.297423515352578,-1.35195666441915,0.133260030004476,-0.510415051942944,-0.141943071036282,-0.365527214613724,0.00244108591523122,-0.512704010646266,0.368879993946539
"b",1,0.154804435282169,-0.869875128771992,0.924012430821137,-2.10596799917817,0.71781598152087,-1.26456542785747,1.69491444357362,-2.26052721662981,-0.201614579876133,2.154118400673,0.692061689642444,0.282319636928268,-0.300760914587472,-0.126440903788353,-0.282382714296147,0.244745879948181,0.339766191330701,0.276318912859864,-0.331671520910516,-1.15972190348953
"b",1,1.01604059569409,0.057709856231332,0.104213780828242,-1.84559536409203,-0.266995114770641,-0.579336403541245,-0.00808723506460739,0.0804099462437287,-2.19883692898732,2.94546533952455,1.20826050017011,1.01357360269499,0.558247885647457,-0.631068285275701,1.19054315064687,0.0144625730644025,0.0152873758799227,-0.901932901236556,0.16672018215331,0.486364632307095
"b",1,0.225874031818816,0.29902376211439,0.611913620457905,-0.0841382903203999,0.145360666406444,-0.0412087369829028,0.477431495244621,1.38645317187422,0.182359263201513,0.882363417943432,1.49338262696208,0.378345253689047,-0.756044646159119,-0.193681595829893,0.28085228162626,-1.59539847828442,0.128931514567078,-0.982652678880685,-1.61951637302756,-0.00908848410473948
"b",1,-0.147066389099556,0.874775550712325,-0.487303086667474,1.35030355037981,1.27542471549485,2.42733621179605,-2.00877308880676,-1.01482099853739,-0.73545732601087,0.554269067493143,0.117379902107187,-0.771634410064779,-1.04654238855922,-0.495705905646898,0.218738842035156,0.509108429670771,-0.470210863892883,1.08712856804439,2.347672538699,0.825152228266768
"a",1,-0.123336283861925,-0.092751118602978,2.33348656283319,-1.41464688250269,1.03970173171938,0.320289655146894,-1.24580799262732,0.104743821980031,-0.146688446901672,0.428545231224047,0.55662472805687,1.0941149477627,0.498466183304209,-0.278595875590973,-1.11309359803761,-0.879466641693208,-0.751177322295257,-1.91460297030776,0.485136943156326,-0.439752349338145
"b",1,-2.18739213044366,0.80109181494697,0.0869952013038275,-0.0883911093081472,1.76166497242531,1.68929939435706,-0.0348871319700004,0.555559503492893,0.524703998445768,-1.14442233501181,-0.598274585386879,-1.34282589123278,-0.468988201054292,-0.0621922355041346,-0.76560313442712,1.21470958451013,0.551851907243829,1.27535020790474,-0.653202819753617,-0.734145113454175
